AccountNumber,NMI,DeviceNumber,DeviceType,RegisterCode,RateTypeDescription,StartDate,EndDate,ProfileReadValue,RegisterReadValue,QualityFlag
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 8:00,26/9/18 8:29,0.081,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 8:30,26/9/18 8:59,0.456,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 9:00,26/9/18 9:29,0.925,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 9:30,26/9/18 9:59,0.25,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 10:00,26/9/18 10:29,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 10:30,26/9/18 10:59,0.088,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 11:00,26/9/18 11:29,0.175,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 11:30,26/9/18 11:59,0.419,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 12:00,26/9/18 12:29,0.263,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 12:30,26/9/18 12:59,0.306,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 13:00,26/9/18 13:29,0.1,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 13:30,26/9/18 13:59,0.125,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 14:00,26/9/18 14:29,0.381,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 14:30,26/9/18 14:59,0.919,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 15:00,26/9/18 15:29,0.431,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 15:30,26/9/18 15:59,0.2,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 16:00,26/9/18 16:29,0.113,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 16:30,26/9/18 16:59,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 17:00,26/9/18 17:29,0.038,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 17:30,26/9/18 17:59,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 18:00,26/9/18 18:29,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 18:30,26/9/18 18:59,0.244,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 19:00,26/9/18 19:29,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 19:30,26/9/18 19:59,0.15,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 20:00,26/9/18 20:29,0.288,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 20:30,26/9/18 20:59,0.575,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 21:00,26/9/18 21:29,0.2,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 21:30,26/9/18 21:59,0.363,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 22:00,26/9/18 22:29,0.169,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 22:30,26/9/18 22:59,0.213,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 23:00,26/9/18 23:29,0.225,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,26/9/18 23:30,26/9/18 23:59,0.894,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 0:00,27/9/18 0:29,0.631,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 0:30,27/9/18 0:59,0.044,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 1:00,27/9/18 1:29,0.125,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 1:30,27/9/18 1:59,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 2:00,27/9/18 2:29,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 2:30,27/9/18 2:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 3:00,27/9/18 3:29,0.044,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 3:30,27/9/18 3:59,0.044,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 4:00,27/9/18 4:29,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 4:30,27/9/18 4:59,0.038,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 5:00,27/9/18 5:29,0.038,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 5:30,27/9/18 5:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 6:00,27/9/18 6:29,0.038,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 6:30,27/9/18 6:59,0.038,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 7:00,27/9/18 7:29,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 7:30,27/9/18 7:59,0.125,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 8:00,27/9/18 8:29,0.119,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 8:30,27/9/18 8:59,0.131,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 9:00,27/9/18 9:29,0.156,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 9:30,27/9/18 9:59,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 10:00,27/9/18 10:29,0.175,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 10:30,27/9/18 10:59,0.2,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 11:00,27/9/18 11:29,0.088,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 11:30,27/9/18 11:59,0.144,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 12:00,27/9/18 12:29,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 12:30,27/9/18 12:59,0.113,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 13:00,27/9/18 13:29,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 13:30,27/9/18 13:59,0.256,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 14:00,27/9/18 14:29,0.15,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 14:30,27/9/18 14:59,0.856,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 15:00,27/9/18 15:29,0.638,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 15:30,27/9/18 15:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 16:00,27/9/18 16:29,0.075,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 16:30,27/9/18 16:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 17:00,27/9/18 17:29,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 17:30,27/9/18 17:59,0.175,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 18:00,27/9/18 18:29,0.181,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 18:30,27/9/18 18:59,0.138,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 19:00,27/9/18 19:29,0.081,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 19:30,27/9/18 19:59,0.1,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 20:00,27/9/18 20:29,0.088,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 20:30,27/9/18 20:59,0.369,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 21:00,27/9/18 21:29,0.775,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 21:30,27/9/18 21:59,0.4,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 22:00,27/9/18 22:29,0.269,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 22:30,27/9/18 22:59,0.306,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 23:00,27/9/18 23:29,0.15,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,27/9/18 23:30,27/9/18 23:59,0.156,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 0:00,28/9/18 0:29,0.169,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 0:30,28/9/18 0:59,0.075,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 1:00,28/9/18 1:29,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 1:30,28/9/18 1:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 2:00,28/9/18 2:29,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 2:30,28/9/18 2:59,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 3:00,28/9/18 3:29,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 3:30,28/9/18 3:59,0.031,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 4:00,28/9/18 4:29,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 4:30,28/9/18 4:59,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 5:00,28/9/18 5:29,0.031,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 5:30,28/9/18 5:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 6:00,28/9/18 6:29,0.038,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 6:30,28/9/18 6:59,0.044,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 7:00,28/9/18 7:29,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 7:30,28/9/18 7:59,0.044,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 8:00,28/9/18 8:29,0.119,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 8:30,28/9/18 8:59,0.125,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 9:00,28/9/18 9:29,0.113,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 9:30,28/9/18 9:59,0.1,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 10:00,28/9/18 10:29,0.875,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 10:30,28/9/18 10:59,0.925,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 11:00,28/9/18 11:29,0.1,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 11:30,28/9/18 11:59,0.544,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 12:00,28/9/18 12:29,0.219,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 12:30,28/9/18 12:59,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 13:00,28/9/18 13:29,0.163,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 13:30,28/9/18 13:59,0.2,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 14:00,28/9/18 14:29,0.119,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 14:30,28/9/18 14:59,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 15:00,28/9/18 15:29,0.088,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 15:30,28/9/18 15:59,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 16:00,28/9/18 16:29,0.081,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 16:30,28/9/18 16:59,0.075,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 17:00,28/9/18 17:29,0.175,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 17:30,28/9/18 17:59,0.138,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 18:00,28/9/18 18:29,0.138,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 18:30,28/9/18 18:59,0.15,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 19:00,28/9/18 19:29,0.138,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 19:30,28/9/18 19:59,0.156,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 20:00,28/9/18 20:29,0.444,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 20:30,28/9/18 20:59,1.456,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 21:00,28/9/18 21:29,1.406,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 21:30,28/9/18 21:59,0.256,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 22:00,28/9/18 22:29,0.425,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 22:30,28/9/18 22:59,0.15,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 23:00,28/9/18 23:29,0.194,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,28/9/18 23:30,28/9/18 23:59,0.281,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 0:00,29/9/18 0:29,0.169,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 0:30,29/9/18 0:59,0.106,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 1:00,29/9/18 1:29,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 1:30,29/9/18 1:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 2:00,29/9/18 2:29,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 2:30,29/9/18 2:59,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 3:00,29/9/18 3:29,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 3:30,29/9/18 3:59,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 4:00,29/9/18 4:29,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 4:30,29/9/18 4:59,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 5:00,29/9/18 5:29,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 5:30,29/9/18 5:59,0.088,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 6:00,29/9/18 6:29,0.081,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 6:30,29/9/18 6:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 7:00,29/9/18 7:29,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 7:30,29/9/18 7:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 8:00,29/9/18 8:29,0.113,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 8:30,29/9/18 8:59,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 9:00,29/9/18 9:29,0.156,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 9:30,29/9/18 9:59,0.113,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 10:00,29/9/18 10:29,1.263,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 10:30,29/9/18 10:59,0.944,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 11:00,29/9/18 11:29,0.25,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 11:30,29/9/18 11:59,0.15,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 12:00,29/9/18 12:29,0.344,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 12:30,29/9/18 12:59,0.131,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 13:00,29/9/18 13:29,0.106,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 13:30,29/9/18 13:59,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 14:00,29/9/18 14:29,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 14:30,29/9/18 14:59,0.081,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 15:00,29/9/18 15:29,0.081,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 15:30,29/9/18 15:59,0.088,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 16:00,29/9/18 16:29,0.075,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 16:30,29/9/18 16:59,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 17:00,29/9/18 17:29,0.075,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 17:30,29/9/18 17:59,0.075,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 18:00,29/9/18 18:29,0.431,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 18:30,29/9/18 18:59,0.175,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 19:00,29/9/18 19:29,0.331,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 19:30,29/9/18 19:59,0.906,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 20:00,29/9/18 20:29,1.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 20:30,29/9/18 20:59,0.694,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 21:00,29/9/18 21:29,0.563,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 21:30,29/9/18 21:59,0.95,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 22:00,29/9/18 22:29,0.613,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 22:30,29/9/18 22:59,0.181,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 23:00,29/9/18 23:29,0.156,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,29/9/18 23:30,29/9/18 23:59,0.438,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 0:00,30/9/18 0:29,0.231,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 0:30,30/9/18 0:59,0.088,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 1:00,30/9/18 1:29,0.075,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 1:30,30/9/18 1:59,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 2:00,30/9/18 2:29,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 2:30,30/9/18 2:59,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 3:00,30/9/18 3:29,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 3:30,30/9/18 3:59,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 4:00,30/9/18 4:29,0.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 4:30,30/9/18 4:59,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 5:00,30/9/18 5:29,0.05,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 5:30,30/9/18 5:59,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 6:00,30/9/18 6:29,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 6:30,30/9/18 6:59,0.031,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 7:00,30/9/18 7:29,0.056,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 7:30,30/9/18 7:59,0.069,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 8:00,30/9/18 8:29,0.044,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 8:30,30/9/18 8:59,0.144,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 9:00,30/9/18 9:29,0.15,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 9:30,30/9/18 9:59,0.394,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 10:00,30/9/18 10:29,0.225,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 10:30,30/9/18 10:59,1.063,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 11:00,30/9/18 11:29,0.838,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 11:30,30/9/18 11:59,0.188,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 12:00,30/9/18 12:29,0.163,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 12:30,30/9/18 12:59,0.344,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 13:00,30/9/18 13:29,0.131,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 13:30,30/9/18 13:59,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 14:00,30/9/18 14:29,0.131,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 14:30,30/9/18 14:59,0.113,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 15:00,30/9/18 15:29,0.125,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 15:30,30/9/18 15:59,0.881,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 16:00,30/9/18 16:29,0.663,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 16:30,30/9/18 16:59,0.125,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 17:00,30/9/18 17:29,0.188,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 17:30,30/9/18 17:59,0.206,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 18:00,30/9/18 18:29,0.094,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 18:30,30/9/18 18:59,0.163,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 19:00,30/9/18 19:29,0.125,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 19:30,30/9/18 19:59,0.163,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 20:00,30/9/18 20:29,0.206,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 20:30,30/9/18 20:59,0.413,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 21:00,30/9/18 21:29,0.206,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 21:30,30/9/18 21:59,0.138,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 22:00,30/9/18 22:29,0.219,0,A
7046396094,60013404613,229641,MRIM,29641#E1,Generalusage,30/9/18 22:30,30/9/18 22:59,0.213,0,A
