200,6407368186,E1,E1,E1,,689735,KWH,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,20181126,0.019,0.013,0.037,0.006,0.031,0.019,0.006,0.037,0.013,0,0.037,0.013,0.244,0.306,0.119,0.006,0.025,0.025,0,0.013,0.037,0,0.006,0.044,0.006,0.006,0.031,0.013,0.006,0.031,0.019,0,0.031,0.019,0.006,0.031,0.019,0.006,0.037,0.013,0.006,0.125,0.263,0.194,0.269,0.356,0.219,0.031,A,,,2.01811E+13
300,20181127,0.044,0.013,0.006,0.044,0.006,0.006,0.044,0.006,0,0.044,0.006,0.006,0.037,0.231,0.031,0.05,0.025,0.087,0.206,0.175,0.05,0.063,0.106,0.138,0.031,0.144,0.138,0.013,0.019,0.044,0.037,0.013,0.056,0.106,0.056,0.025,0,0.006,0.044,0.006,0.094,0.069,0.231,0.256,0.188,0.188,0.069,0.138,A,,,2.01811E+13
300,20181128,0.2,0.156,0.063,0.05,0.037,0.081,0.025,0.025,0.037,0.006,0.037,0.281,0.25,0.163,0.006,0.037,0.013,0.006,0.037,0.006,0.031,0.019,0.006,0.044,0,0.013,0.037,0.006,0.031,0.013,0.006,0.044,0.006,0.025,0.025,0.006,0.044,0.006,0.019,0.025,0.006,0.044,0.087,0.313,0.106,0.081,0.044,0.044,A,,,2.01811E+13
300,20181129,0.006,0.037,0.013,0,0.044,0.006,0.006,0.044,0,0.013,0.037,0,0.013,0.037,0.006,0.175,0.1,0.144,0.031,0.006,0.037,0.006,0.006,0.025,0.025,0.006,0,0.044,0.006,0.006,0.044,0.006,0,0.044,0.006,0.006,0.037,0.194,0.331,0.181,0.181,0.219,0.2,0.175,0.087,0.1,0.05,0.037,A,,,2.01811E+13
300,20181130,0.063,0.006,0.025,0.025,0.006,0.037,0.013,0.006,0.044,0,0.006,0.044,0.056,0.287,0.1,0.025,0.163,0.181,0.175,0.019,0.056,0.025,0.05,0.056,0.013,0,0.05,0.006,0.006,0.044,0.006,0.013,0.037,0.006,0.031,0.025,0,0.05,0.013,0.063,0.044,0.025,0.119,0.269,0.175,0.225,0.15,0.1,A,,,2.01812E+13
300,20181201,0.031,0.037,0.031,0.006,0.037,0.006,0.025,0.019,0,0.037,0.006,0.006,0.031,0.325,0.15,0.181,0.381,0.394,0.2,0.281,0.025,0.006,0.037,0,0.025,0.019,0.156,0.056,0.063,0.056,0.4,1.056,0.863,0.344,0.125,0.769,0.725,0.094,0.113,0.1,0.119,0.225,0.163,0.113,0.144,0.163,0.163,0.125,A,,,2.01812E+13
300,20181202,0.138,0.069,0.037,0.031,0.05,0.031,0.019,0.044,0.037,0.006,0.037,0.031,0.013,0.169,0.044,0.506,0.131,0.006,0.094,0.006,0.044,0.006,0.044,0.013,0.037,0.019,0.031,0.019,0.037,0.019,0.037,0.013,0.031,0.15,0.006,0.037,0.006,0.031,0.206,0.094,0.131,0.075,0.081,0.031,0.006,0.025,0.013,0.006,A,,,2.01812E+13
300,20181203,0.037,0,0.025,0.019,0,0.037,0.006,0,0.037,0,0.013,0.031,0,0.019,0.244,0.25,0.106,0.006,0.05,0,0.006,0.044,0.006,0.006,0.044,0,0.006,0.044,0.006,0.006,0.044,0.006,0.006,0.044,0,0.019,0.119,0.144,0.031,0.013,0.056,0.237,0.025,0.037,0.05,0.044,0.075,0.087,A,,,2.01812E+13
300,20181204,0.019,0.069,0.006,0.006,0.044,0.013,0,0.025,0.031,0.006,0,0.044,0.013,0,0.244,0.237,0.119,0.05,0.156,0.013,0.013,0.044,0.006,0.006,0.044,0.006,0.006,0.025,0.031,0.006,0.006,0.044,0.006,0.006,0.05,0.006,0.006,0.05,0.006,0.006,0.044,0.269,1.212,0.35,0.131,0.031,0.119,0.075,A,,,2.01812E+13
300,20181205,0.037,0.006,0.031,0.025,0.006,0.019,0.037,0.006,0,0.05,0.006,0.006,0.031,0.344,0.3,0.231,0.106,0.369,0.319,0.044,0.087,0.037,0.063,0.031,0.006,0.044,0.019,0.006,0.044,0.013,0.006,0.05,0.006,0.013,0.05,0.006,0.025,0.031,0.006,0.481,0.106,0.025,0.169,0.1,0.094,0.063,0.013,0.056,A,,,2.01812E+13
300,20181206,0.013,0.05,0.013,0.025,0.031,0.006,0.044,0.006,0.019,0.075,0.056,0.05,0.275,0.175,0.237,0.138,0.013,0.044,0.006,0.025,0.031,0,0.044,0.013,0.006,0.056,0.006,0.025,0.031,0.006,0.05,0.013,0.025,0.044,0.006,0.05,0.019,0.025,0.044,0.113,0.237,0.15,1.069,0.206,0.119,0.1,0.119,0.106,A,,,2.01812E+13
300,20181207,0.113,0.1,0.063,0.087,0.081,0.031,0.031,0.075,0.025,0.056,0.056,0.025,0.081,0.237,0.144,0.219,0.056,0.056,0.013,0,0.056,0.006,0.031,0.037,0.006,0.063,0.006,0.044,0.025,0.025,0.05,0.006,0.056,0.019,0.037,0.037,0.019,0.056,0.006,0.056,0.019,0.35,0.3,0.194,0.231,0.138,0.138,0.275,A,,,2.01812E+13
300,20181208,0.1,0.069,0.037,0.081,0.019,0.069,0.037,0.05,0.05,0.025,0.075,0.019,0.063,0.037,0.131,0.113,0.138,0.081,0.019,0.175,0.313,0.131,0.025,0.019,0.031,0.056,0.013,0.087,0.319,0.1,0.081,0.325,0.081,0.281,0.194,0.05,0.044,0.075,0.031,0.019,0.037,0.006,0.05,0.006,0.044,0.013,0.025,0.025,A,,,2.01812E+13
300,20181209,0.006,0.05,0.037,0.081,0.025,0.019,0.037,0,0.05,0,0.019,0.031,0.006,0.044,0.006,0.013,0.037,0.006,0.188,0.125,0.075,0.3,0.037,0.056,0.113,0.006,0.037,0.013,0.044,0.056,0.019,0.138,0.237,0.037,0.094,0.175,0.044,0.006,0.019,0.031,0.188,0.087,0.019,0.156,0.169,0.081,0.1,0.044,A,,,2.01812E+13
300,20181210,0.056,0.056,0.006,0.05,0.006,0.031,0.019,0.006,0.05,0.006,0.013,0.037,0.006,0.037,0.381,0.069,0.075,0.006,0.019,0.031,0,0.044,0.006,0.006,0.044,0.006,0.025,0.025,0.006,0.044,0.006,0.031,0.019,0.013,0.037,0.006,0.044,0.006,0.031,0.019,0.013,0.037,0.006,0.044,0.006,0.019,0.025,0.006,A,,,2.01812E+13
300,20181211,0.044,0.006,0.013,0.031,0.006,0.031,0.013,0.006,0.044,0.006,0,0.044,0.006,0,0.069,0.1,0.031,0.044,0.006,0.031,0.019,0.006,0.044,0.006,0.006,0.044,0.006,0.019,0.031,0.006,0.044,0.006,0.019,0.037,0.006,0.05,0.006,0.031,0.025,0.013,0.044,0.006,0.044,0.006,0.019,0.037,0.006,0.044,A,,,2.01812E+13
300,20181212,0.006,0.019,0.037,0,0.044,0.013,0,0.05,0,0.025,0.025,0.006,0.044,0.006,0.006,0.044,0.006,0.019,0.031,0.006,0.037,0.013,0.019,0.037,0.006,0.05,0,0.037,0.025,0.019,0.037,0.013,0.044,0.006,0.056,0.006,0.05,0.013,0.056,0.569,0.769,0.188,0.056,0.044,0.063,0.037,0.075,0.006,A,,,2.01812E+13
300,20181213,0.056,0.006,0.044,0.013,0.037,0.019,0.025,0.031,0.006,0.044,0.006,0.05,0.006,0.181,0.181,0.119,0.131,0.063,0.044,0.006,0.025,0.031,0.006,0.05,0,0.031,0.025,0.006,0.044,0.006,0.025,0.025,0.006,0.05,0.006,0.019,0.031,0.006,0.044,0.006,0.05,1.119,0.069,0.087,0.106,0.188,0.05,0.031,A,,,2.01812E+13
300,20181214,0.05,0.006,0.031,0.019,0.006,0.05,0,0.019,0.031,0.006,0.037,0.013,0.2,0.169,0.05,0.113,0.094,0.1,0.044,0.056,0.006,0.025,0.031,0.006,0.025,0.031,0.006,0.031,0.025,0.006,0.037,0.019,0.006,0.044,0.013,0.006,0.05,0.006,0.006,0.056,0,0.006,0.056,0,0.006,0.05,0.006,0.006,A,,,2.01812E+13
300,20181215,0.05,0.006,0.006,0.05,0,0.006,0.05,0.006,0.006,0.05,0.006,0,0.05,0.006,0.006,0.05,0.006,0,0.044,0.013,0.006,0.044,0.013,0,0.044,0.013,0.006,0.05,0.006,0.006,0.05,0.013,0.063,0.031,0.006,0,0.188,0.006,0.025,0.294,0.1,0.087,0.044,0.019,0.031,0.056,0.019,0.037,A,,,2.01812E+13
300,20181216,0.031,0.006,0.031,0.025,0.006,0.037,0.019,0.006,0.037,0.019,0,0.037,0.019,0.013,0.163,0.412,0.094,0.063,0.013,0.006,0.006,0.044,0.006,0.006,0.05,0.006,0,0.056,0.006,0,0.056,0,0.013,0.044,0.006,0.025,0.031,0.006,0.037,0.019,0.006,0.044,0.013,0.006,0.05,0,0.013,0.044,A,,,2.01812E+13
300,20181217,0.006,0.013,0.037,0.006,0.013,0.044,0,0.013,0.044,0.006,0,0.05,0.006,0,0.05,0.006,0.006,0.031,0.019,0.006,0.025,0.031,0,0.019,0.037,0.006,0.019,0.037,0.006,0.019,0.037,0,0.031,0.025,0.006,0.044,0.013,0.006,0.05,0.006,0.006,0.05,0,0.019,0.037,0.006,0.019,0.075,A,,,2.01812E+13
300,20181218,0.075,0.044,0.044,0.006,0.025,0.031,0.006,0.025,0.031,0,0.019,0.037,0,0.006,0.05,0.006,0,0.044,0.013,0.006,0.025,0.025,0.006,0.013,0.044,0,0.013,0.044,0.006,0.013,0.044,0.006,0.013,0.044,0.006,0.019,0.037,0,0.031,0.025,0.006,0.037,0.019,0.006,0.037,0.019,0,0.037,A,,,2.01812E+13
300,20181219,0.019,0.006,0.037,0.013,0.006,0.031,0.025,0.006,0.025,0.025,0.006,0.019,0.031,0.006,0.006,0.05,0,0.006,0.05,0.006,0.006,0.037,0.013,0.006,0.037,0.019,0.006,0.206,0.081,0.131,0.113,0.075,0.081,0.025,0.069,0.013,0.075,0.019,0.069,0.313,0.269,0.075,0.05,0.037,0.056,0.063,0.019,0.037,A,,,2.01812E+13
300,20181220,0.013,0.044,0.094,0.056,0,0.056,0.006,0.025,0.069,0.075,0.044,0.237,0.019,0.05,0.063,0.044,0.031,0.013,0.081,0.025,0.006,0.075,0.144,0.175,0.031,0.05,0.025,0.037,0.006,0.056,0.006,0.013,0.05,0,0.031,0.05,0.006,0.794,0.475,0.163,0.056,0.025,0.069,0.075,0.1,0.1,0.156,0.044,A,,,2.01812E+13
300,20181221,0.013,0.056,0.006,0.006,0.05,0.006,0.006,0.044,0.013,0,0.031,0.025,0.006,0.119,0.094,0.019,0.156,0.05,0,0.006,0.006,0.025,0.031,0,0.006,0.05,0.006,0.006,0.037,0.013,0.069,0.244,0.063,0.031,0.006,0.006,0.044,0.2,0.069,0.013,0.044,0.119,0.163,0.1,0.037,0.031,0.037,0.006,A,,,2.01812E+13
300,20181222,0.025,0.025,0,0.031,0.019,0.006,0.025,0.019,0.006,0.019,0.025,0.006,0.006,0.2,0.231,0.169,0.031,0.006,0.031,0.019,0,0.044,0.006,0.006,0.044,0,0.006,0.044,0.006,0.013,0.037,0,0.031,0.019,0.006,0.044,0.006,0.013,0.037,0.006,0.025,0.019,0.006,0.044,0.006,0.006,0.037,0.006,A,,,2.01812E+13
300,20181223,0.006,0.037,0.006,0.006,0.037,0.006,0.006,0.037,0.006,0.006,0.037,0.006,0.006,0.025,0.019,0.006,0.006,0.037,0.006,0,0.044,0.006,0,0.044,0.006,0.006,0.063,0.119,0.069,0.125,0.338,0.075,0.081,0.081,0.069,0.025,0.063,0.006,0.063,0.156,0.063,0.037,0.094,0.069,0.025,0.1,0.05,0.031,A,,,2.01812E+13
300,20181224,0.063,0.006,0.05,0.006,0.019,0.031,0.006,0.044,0.006,0.006,0.044,0,0.156,0.075,0.163,0.044,0.013,0.025,0.037,0.013,0.05,0.106,0.031,0.119,0.037,0.05,0.025,0.025,0.05,0,0.063,0.031,0.031,0.075,0.044,0.025,0.125,0.144,0.037,0.063,0.025,0.319,0.356,0.106,0.05,0.063,0.031,0.056,A,,,2.01812E+13
300,20181225,0.044,0.044,0.05,0.031,0.087,0.087,0.081,0.044,0.044,0.056,0.025,0.069,0.013,0.169,0.05,0.037,0.15,0.031,0.069,0.031,0.075,0.031,0.05,0.025,0.031,0.156,0.056,0.006,0.069,0.025,0.069,0.025,0.063,0.025,0.056,0.013,0.188,0.025,0.069,0.031,0.388,0.181,0.094,0.081,0.063,0.019,0.037,0.031,A,,,2.01812E+13
300,20181226,0.006,0.05,0.006,0.031,0.019,0.006,0.05,0.006,0.025,0.025,0.175,0.138,0.163,0.019,0.031,0.006,0.031,0.019,0.006,0.044,0.194,0.144,0.113,0.013,0.031,0.025,0.006,0.094,0.006,0.044,0.013,0.019,0.037,0.006,0.05,0.006,0.037,0.019,0.025,0.037,0.05,0.194,0.163,0.081,0.056,0.025,0.044,0.025,A,,,2.01812E+13
300,20181227,0.031,0.031,0.025,0.025,0.031,0.006,0.05,0.006,0.037,0.013,0.013,0.15,0.063,0.081,0.013,0.05,0.019,0.019,0.094,0.031,0.013,0.056,0.006,0.037,0.025,0.106,0.044,0.05,0.094,0.075,0.113,0.063,0.106,0.081,0.044,0.025,0.069,0.037,0.05,0.05,0.037,0.075,0.081,0.1,0.037,0.063,0.044,0.044,A,,,2.01812E+13
300,20181228,0.063,0.025,0.075,0.025,0.069,0.037,0.05,0.05,0.031,0.075,0.025,0.063,0.037,0.181,0.081,0.019,0.069,0.025,0.087,0.031,0.044,0.031,0.044,0.05,0.037,0.119,0.106,0.106,0.087,0.063,0.05,0.069,0.037,0.075,0.156,0.081,0.031,0.087,0.056,0.081,0.2,0.119,0.106,0.169,0.087,0.037,0.05,0.05,A,,,2.01812E+13
300,20181229,0.044,0.05,0.037,0.05,0.031,0.063,0.019,0.069,0.019,0.069,0.019,0.063,0.031,0.175,0.05,0.063,0.025,0.031,0.019,0.037,0.013,0.044,0.006,0.044,0.006,0.25,0.094,0.069,0.069,0.031,0.037,0.025,0.025,0.037,0.181,0.019,0.037,0.05,0.025,0.069,0.025,0.069,0.031,0.056,0.037,0.025,0.081,0.019,A,,,2.01812E+13
300,20181230,0.069,0.006,0.037,0.025,0.013,0.037,0.006,0.044,0.006,0.031,0.019,0.006,0.044,0.006,0.156,0.069,0.037,0.081,0.044,0,0.05,0.2,0.125,0.1,0.069,0.031,0.325,0.05,0.056,0.013,0.05,0.013,0.106,0.031,0.138,0.1,0.031,0.063,0.113,0.106,0.219,0.125,0.031,0.013,0.056,0.006,0.037,0.013,A,,,2.01812E+13
300,20181231,0.031,0.081,0.05,0.075,0.019,0.019,0.037,0,0.075,0.275,0.144,0.037,0,0.044,0.013,0.013,0.1,0,0.05,0.006,0.044,0.006,0.044,0.019,0.056,0.144,0.031,0.05,0.025,0.019,0.119,0.131,0.025,0.063,0.019,0.006,0.044,0.013,0.025,0.025,0.013,0.044,0,0.05,0.006,0.031,0.019,0.013,A,,,2.01901E+13
300,20190101,0.037,0.037,0.075,0.081,0.069,0.044,0.006,0,0.044,0.006,0.013,0.037,0.006,0.031,0.013,0.175,0.294,0.138,0.069,0.113,0,0.006,0.031,0.019,0.006,0.044,0.013,0.006,0.138,0.025,0.031,0.025,0.013,0.05,0.25,0.375,0.375,0.163,0.225,0.125,0.131,0.219,0.106,0.081,0.125,0.1,0.087,0.025,A,,,2.01901E+13
300,20190102,0.056,0.019,0.037,0.031,0.019,0.044,0.006,0.044,0,0.044,0.006,0.037,0.006,0.044,0.144,0.069,0.05,0.006,0.031,0.025,0.044,0.113,0.056,0.069,0.019,0.081,0.031,0.044,0.025,0.044,0.063,0.063,0.031,0.037,0.037,0.025,0.037,0.025,0.2,0.037,0.1,0.075,0.05,0.063,0.025,0.05,0.013,0.05,A,,,2.01901E+13
300,20190103,0.013,0.044,0.006,0.037,0.006,0.025,0.013,0.013,0.031,0.006,0.031,0.006,0.269,0.138,0.1,0.131,0.006,0.006,0.037,0.006,0.037,0,0.037,0.006,0.037,0.019,0.087,0.031,0.013,0.044,0.019,0.044,0.025,0.063,0.037,0.056,0.05,0.031,0.138,0.063,0.05,0.037,0.075,0.069,0.069,0.081,0.037,0.069,A,,,2.01901E+13
300,20190104,0.031,0.044,0.05,0.113,0.069,0.063,0.037,0.044,0.044,0.037,0.05,0.025,0.163,0.063,0.037,0.044,0.019,0.037,0.031,0.037,0.05,0.044,0.044,0.069,0.119,0.05,0.063,0.019,0.037,0.05,0.025,0.063,0.175,0.044,0.063,0.044,0.006,0.05,0.094,0.05,0.044,0.025,0.037,0.019,0.031,0.019,0.037,0.006,A,,,2.01901E+13
300,20190105,0.044,0.006,0.044,0.006,0.037,0.013,0.019,0.031,0.006,0.044,0,0.031,0.019,0.006,0.044,0.006,0.025,0.019,0.006,0.044,0.006,0.006,0.037,0.006,0.031,0.019,0,0.044,0.006,0.006,0.037,0.006,0.019,0.031,0.087,0.05,0.019,0.019,0.031,0.05,0.044,0.156,0.119,0.094,0.081,0.056,0.037,0.05,A,,,2.01901E+13
300,20190106,0.006,0.037,0.006,0.037,0,0.044,0,0.025,0.019,0.006,0.037,0.006,0.031,0.006,0.063,0.119,0.05,0.044,0.094,0.144,0.2,0.037,0.013,0.325,0.106,0.063,0.019,0.006,0.044,0.006,0.044,0.013,0.081,0.063,0.069,0.013,0.044,0.013,0.031,0.069,0.113,0.056,0.037,0.031,0.031,0.037,0,0.031,A,,,2.01901E+13
300,20190107,0.006,0.031,0.006,0.031,0.006,0.031,0.006,0.025,0.006,0.031,0.006,0.031,0.006,0.294,0.081,0.006,0.031,0.006,0.031,0.013,0.025,0.019,0.019,0.025,0.006,0.037,0,0.031,0.006,0.037,0.075,0.075,0.087,0.069,0.019,0.044,0.013,0.025,0.037,0.006,0.031,0.037,0.15,0.087,0.156,0.056,0.056,0.025,A,,,2.01901E+13
300,20190108,0.05,0.013,0.044,0.013,0.013,0.044,0.006,0.031,0.019,0.006,0.044,0.006,0,0.075,0.15,0.181,0.006,0.019,0.031,0.006,0.031,0.019,0.006,0.037,0.013,0.081,0.087,0.056,0.113,0.025,0.05,0.013,0.05,0.013,0.044,0.013,0.188,0.031,0.075,0.031,0.05,0.356,0.056,0.044,0.044,0.069,0.05,0.037,A,,,2.01901E+13
300,20190109,0.031,0.019,0.019,0.025,0.013,0.025,0.006,0.031,0.006,0.031,0.006,0.031,0.006,0.031,0.006,0.256,0.044,0.037,0.031,0.15,0.05,0.037,0.063,0.031,0.094,0.131,0.106,0.044,0.056,0,0.056,0.006,0.031,0.156,0.188,0.069,0.031,0.719,0.662,0.188,0.069,0.025,0.081,0.075,0.025,0.05,0.019,0,A,,,2.01901E+13
300,20190110,0.044,0.013,0,0.044,0.006,0.006,0.037,0.013,0.006,0.019,0.031,0.206,0.231,0.269,0.019,0.006,0.056,0.013,0.05,0.075,0.013,0.031,0.1,0.025,0.063,0.044,0.044,0.006,0.044,0.006,0.044,0,0.044,0.006,0.031,0.025,0.156,0.031,0.063,0.037,0.025,0.1,0.05,0.031,0.05,0,0.025,0.025,A,,,2.01901E+13
300,20190111,0,0.037,0.006,0.025,0.019,0.006,0.037,0.006,0.006,0.031,0.006,0.025,0.019,0.006,0.263,0.013,0.019,0.212,0.019,0.069,0.125,0.044,0.169,0.063,0.063,0.069,0.013,0.013,0.031,0.037,0.013,0.05,0.025,0.025,0.069,0.006,0.05,0.019,0.037,0.025,0.025,0.037,0.006,0.05,0.013,0.075,0.037,0.05,A,,,2.01901E+13
300,20190112,0.044,0.031,0.063,0.025,0.063,0.025,0.044,0.044,0.025,0.069,0.019,0.056,0.019,0.013,0.044,0.138,0.069,0.019,0.05,0.275,0.081,0.075,0.069,0.131,0.063,0.044,0.094,0.063,0.044,0.025,0.069,0.006,0.069,0.025,0.075,0.031,0.05,0.037,0.037,0.188,0.069,0.087,0.031,0.056,0.037,0.063,0.044,0.05,A,,,2.01901E+13
300,20190113,0.131,0.069,0.031,0.006,0.019,0.025,0.006,0.044,0.006,0.013,0.031,0.006,0.037,0.013,0,0.181,0.1,0.125,0.031,0.006,0.05,0.006,0.35,0.563,0.231,0.356,0.169,0.188,0.044,0.031,0.05,0.044,0.037,0.056,0.056,0.031,0.044,0.056,0.406,0.113,0.087,0.044,0.087,0.075,0.125,0.081,0.075,0.025,A,,,2.01901E+13
300,20190114,0.037,0.044,0.013,0.05,0.025,0.025,0.044,0.006,0.044,0.019,0.025,0.031,0.144,0.1,0.044,0.025,0.019,0.031,0.019,0.05,0.037,0.037,0.013,0.044,0.087,0.037,0.056,0.037,0.094,0.069,0.044,0.031,0.025,0.044,0.013,0.056,0.037,0.119,0.219,0.138,0.094,0.056,0.063,0.056,0.056,0.044,0.044,0.05,A,,,2.01901E+13
300,20190115,0.044,0.044,0.05,0.05,0.031,0.044,0.05,0.044,0.025,0.05,0.056,0.106,0.087,0.019,0.2,0.075,0.013,0.05,0.044,0.056,0.031,0.044,0.044,0.05,0.087,0.087,0.037,0.037,0.031,0.013,0.037,0.037,0.019,0.025,0.037,0.044,0.037,0.056,0.056,0.056,0.275,0.138,0.106,0.1,0.063,0.069,0.094,0.087,A,,,2.01901E+13
300,20190116,0.05,0.063,0.063,0.037,0.056,0.063,0.031,0.056,0.063,0.031,0.056,0.063,0.031,0.063,0.225,0.031,0.025,0.037,0.019,0.063,0.05,0.037,0.069,0.225,0.056,0.037,0.113,0.044,0.019,0.094,0.069,0.05,0.037,0.019,0.044,0.169,0.069,0.063,0.056,0.025,0.031,0.05,0.044,0.181,0.056,0.056,0.075,0.056,A,,,2.01901E+13
300,20190117,0.037,0.037,0.05,0.044,0.025,0.05,0.044,0.025,0.05,0.037,0.031,0.044,0.037,0.131,0.069,0.056,0.013,0.025,0.031,0.006,0.081,0.081,0.037,0.1,0.031,0.025,0.013,0.031,0.025,0.069,0.025,0.044,0.044,0.113,0.031,0.037,0.15,0.063,0.063,0.044,0.119,0.106,0.106,0.056,0.081,0.05,0.05,0.056,A,,,2.01901E+13
300,20190118,0.013,0.025,0.037,0.013,0.025,0.037,0.006,0.087,0.075,0.037,0.037,0.013,0.031,0.037,0.156,0.037,0.006,0.031,0.031,0.006,0.037,0.019,0.019,0.031,0.019,0.019,0.1,0.063,0.019,0.031,0.031,0.05,0.063,0.063,0.131,0.094,0.3,0.969,0.969,0.25,0.094,0.106,0.106,0.094,0.075,0.063,0.044,0.025,A,,,2.01901E+13
300,20190119,0.025,0.044,0.037,0.025,0.013,0.037,0.037,0.013,0.025,0.031,0.025,0.019,0.031,0.019,0.144,0.087,0.019,0.037,0.031,0.056,0.069,0.169,0.125,0.863,1.031,0.912,0.313,0.356,0.081,0.119,0.469,0.044,0.044,0.069,0.025,0.056,0.031,0.044,0.063,0.075,0.094,0.131,0.194,0.063,0.094,0.087,0.081,0.056,A,,,2.01901E+13
300,20190120,0.194,0.094,0.05,0.006,0.044,0.013,0.031,0.019,0.019,0.031,0,0.044,0.006,0.025,0.125,0.156,0.05,0.006,0.037,0.013,0.019,0.081,0.044,0.069,0.025,0.019,0.037,0.006,0.05,0.037,0.081,0.075,0.025,0.031,0.056,0.037,0.075,0.031,0.056,0.075,0.113,0.1,0.081,0.15,0.05,0.087,0.069,0.031,A,,,2.01901E+13
300,20190121,0.037,0.081,0.025,0.031,0.037,0.006,0.037,0.019,0.006,0.05,0.006,0.013,0.044,0,0.05,0.188,0.106,0.075,0.069,0.031,0.013,0.031,0.05,0.144,0.063,0.006,0.025,0.031,0.013,0.063,0.006,0.05,0.025,0.031,0.037,0.013,0.056,0.025,0.075,0.019,0.15,0.106,0.063,0.05,0.069,0.044,0.025,0.025,A,,,2.01901E+13
